1. Feature (PF0029620): (0.034491)
2. Feature (PF107379): (0.027243)
3. Feature (SMCOG1001shortchaindehydrogenasereductaseSDR): (0.022607)
4. Feature (PF0865910): (0.020012)
5. Feature (SMCOG1040alcoholdehydrogenase): (0.019876)
6. Feature (PF0020918): (0.019714)
7. Feature (PF0055025): (0.014329)
8. Feature (PF0044023): (0.013006)
9. Feature (PF0032421): (0.012067)
10. Feature (PF0346620): (0.011992)
11. Feature (PF0799214): (0.011100)
12. Feature (SMCOG1038phenylalaninespecificpermease): (0.010982)
13. Feature (PKSIKR_m4): (0.010840)
14. Feature (PF0769016): (0.010821)
15. Feature (SMCOG1167transcriptionalregulator): (0.010525)
16. Feature (SMCOG1083oxidoreductase): (0.010244)
17. Feature (NRPSA_a3): (0.009717)
18. Feature (SMCOG1176alkylhydroperoxidereductasesubunit): (0.009131)
19. Feature (PF141786): (0.009055)
20. Feature (PKSIKR_m1): (0.009014)
21. Feature (PF135606): (0.008943)
22. Feature (SMCOG1106majorfacilitatortransporter): (0.008566)
23. Feature (PF127307): (0.008127)
24. Feature (SMCOG1148hypotheticalprotein): (0.008116)
25. Feature (PF0012627): (0.007816)
26. Feature (PF106769): (0.007784)
27. Feature (PF0085720): (0.007676)
28. Feature (PF0251826): (0.007332)
29. Feature (PF0196622): (0.007315)
30. Feature (PF147656): (0.007252)
31. Feature (PF0058325): (0.007215)
32. Feature (SMCOG1031LysRfamilytranscriptionalregulator): (0.007168)
33. Feature (PF0015521): (0.007016)
34. Feature (PF135376): (0.006823)
35. Feature (SMCOG1019aminotransferase): (0.006733)
36. Feature (PF0090325): (0.006490)
37. Feature (PKSIKS_m3): (0.006489)
38. Feature (PF0000527): (0.006466)
39. Feature (PF0050128): (0.006453)
40. Feature (PKSIKS_m6): (0.006429)
41. Feature (PF0149718): (0.006230)
42. Feature (PF0147620): (0.006160)
43. Feature (SMCOG1284transcriptionalregulatorMarRfamily): (0.006081)
44. Feature (NRPSA_a8): (0.006031)
45. Feature (SMCOG1025diguanylatecyclase): (0.005936)
46. Feature (PF0280122): (0.005711)
47. Feature (PF131936): (0.005672)
48. Feature (C4_LCL_164176): (0.005619)
49. Feature (NRPSA_a6): (0.005593)
50. Feature (PF0066820): (0.005465)
51. Feature (PF0444513): (0.005375)
52. Feature (SMCOG1251luciferasefamilyprotein): (0.005355)
53. Feature (None): (0.005312)
54. Feature (PF0099021): (0.005246)
55. Feature (PF0824012): (0.005234)
56. Feature (PF126977): (0.005078)
57. Feature (C67_LCL_14fromHMM): (0.005058)
58. Feature (C3_LCL_132143): (0.005033)
59. Feature (PKSIATM_m3): (0.004994)
60. Feature (PF0010926): (0.004973)
61. Feature (SMCOG1000ABCtransporterATPbindingprotein): (0.004956)
62. Feature (PF0132320): (0.004941)
63. Feature (C2_LCL_024062): (0.004865)
64. Feature (PKSIKS_m4): (0.004736)
65. Feature (C1_LCL_004017): (0.004686)
66. Feature (PF0766014): (0.004584)
67. Feature (PKSIKS_m5): (0.004580)
68. Feature (SMCOG1027isochorismatase): (0.004570)
69. Feature (PF0092021): (0.004565)
70. Feature (PF0006722): (0.004564)
71. Feature (PF108198): (0.004563)
72. Feature (PF0010625): (0.004528)
73. Feature (SMCOG1014LysRfamilytranscriptionalregulator): (0.004514)
74. Feature (NRPSA_a10): (0.004471)
75. Feature (lanthipeptide): (0.004451)
76. Feature (PF135756): (0.004435)
77. Feature (NRPSA_a2): (0.004346)
78. Feature (PF109708): (0.004337)
79. Feature (SMCOG1070lanthioninesynthetaseCfamilyprotein): (0.004196)
80. Feature (PF0069821): (0.004173)
81. Feature (Cy4): (0.004131)
82. Feature (PF0672511): (0.004057)
83. Feature (C5_LCL_267296): (0.003965)
84. Feature (NRPSA_a5): (0.003951)
85. Feature (PF0184225): (0.003923)
86. Feature (PF161975): (0.003846)
87. Feature (SMCOG1288ABCtransporterrelatedprotein): (0.003828)
88. Feature (PF0163817): (0.003807)
89. Feature (SMCOG1039aldoketoreductasefamilyoxidoreductase): (0.003770)
90. Feature (SMCOG1065ABC2typetransporter): (0.003617)
91. Feature (SMCOG1063argininosuccinatelyaseadenylosuccinatelyase): (0.003617)
92. Feature (PF0075327): (0.003566)
93. Feature (PF0092418): (0.003488)
94. Feature (PF0154628): (0.003446)
95. Feature (SMCOG1033ironcompoundABCtransporterperiplasmic): (0.003359)
96. Feature (PF0824112): (0.003351)
97. Feature (C3_DCL_135156): (0.003327)
98. Feature (PF0051225): (0.003322)
99. Feature (PKSIDH_m2): (0.003321)
100. Feature (PF0017521): (0.003306)
101. Feature (SMCOG1175pyridinenucleotidedisulfideoxidoreductase): (0.003272)
102. Feature (PF0138122): (0.003221)
103. Feature (NRPSte1): (0.003206)
104. Feature (afterCy5): (0.003200)
105. Feature (PF0089220): (0.003185)
106. Feature (SMCOG1003sensorhistidinekinase): (0.003157)
107. Feature (PF141586): (0.003135)
108. Feature (SMCOG1177asparaginesynthaseglutaminehydrolyzing): (0.003128)
109. Feature (PF0252517): (0.003081)
110. Feature (PF0080522): (0.003069)
111. Feature (PF135996): (0.002993)
112. Feature (PKSIKR_m2): (0.002962)
113. Feature (PF100359): (0.002940)
114. Feature (PF0007224): (0.002841)
115. Feature (PCP_mE): (0.002792)
116. Feature (SMCOG1127condensationdomaincontainingprotein): (0.002755)
117. Feature (PF137616): (0.002746)
118. Feature (PF0058226): (0.002715)
119. Feature (SMCOG1184majorfacilitatortransporter): (0.002696)
120. Feature (Cy5): (0.002685)
121. Feature (SMCOG1020majorfacilitatortransporter): (0.002676)
122. Feature (PF0221917): (0.002652)
123. Feature (PF0828112): (0.002650)
124. Feature (PF0053420): (0.002649)
125. Feature (PF0014928): (0.002560)
126. Feature (SMCOG1111GCN5relatedNacetyltransferase): (0.002504)
127. Feature (PF0052822): (0.002502)
128. Feature (SMCOG1116Homoserinethreonineeffluxprotein): (0.002501)
129. Feature (NRPSE6): (0.002482)
130. Feature (PF140056): (0.002471)
131. Feature (C2_starter_024063): (0.002465)
132. Feature (PF0097520): (0.002421)
133. Feature (NRPSE1): (0.002382)
134. Feature (C5_DCL_263294): (0.002371)
135. Feature (PF0934710): (0.002347)
136. Feature (PF0453916): (0.002318)
137. Feature (SMCOG1002AMPdependentsynthetaseandligase): (0.002277)
138. Feature (PF0066423): (0.002267)
139. Feature (PF0103520): (0.002239)
140. Feature (PF0024821): (0.002235)
141. Feature (SMCOG1089methyltransferase): (0.002209)
142. Feature (PF0027131): (0.002206)
143. Feature (PF135616): (0.002190)
144. Feature (C1_dual_004017): (0.002189)
145. Feature (C67_DCL_14fromHMM): (0.002165)
146. Feature (PF0489212): (0.002129)
147. Feature (NRPSE2): (0.002125)
148. Feature (PF0001121): (0.002114)
149. Feature (PF0428612): (0.002105)
150. Feature (SMCOG1250DinB): (0.002100)
151. Feature (SMCOG1008responseregulator): (0.002064)
152. Feature (PF0026920): (0.002042)
153. Feature (PF0027029): (0.002038)
154. Feature (PF0800011): (0.002019)
155. Feature (PF132296): (0.002016)
156. Feature (PF172772): (0.002016)
157. Feature (C2_DCL_024062): (0.002014)
158. Feature (PF0188218): (0.001992)
159. Feature (PF134906): (0.001967)
160. Feature (PF169165): (0.001938)
161. Feature (PF0009228): (0.001911)
162. Feature (PF0259916): (0.001901)
163. Feature (SMCOG1005DrugresistancetransporterEmrBQacA): (0.001898)
164. Feature (PF0067225): (0.001894)
165. Feature (PF0019823): (0.001889)
166. Feature (PKSIER_m5): (0.001888)
167. Feature (PF0454214): (0.001877)
168. Feature (PF0266816): (0.001872)
169. Feature (PF0036422): (0.001855)
170. Feature (PKSIATM_m1): (0.001837)
171. Feature (PF0257416): (0.001809)
172. Feature (PF0048628): (0.001803)
173. Feature (PF0268721): (0.001803)
174. Feature (SMCOG1022Betaketoacylsynthase): (0.001802)
175. Feature (PF0289417): (0.001798)
176. Feature (PF0214617): (0.001797)
177. Feature (PF143986): (0.001778)
178. Feature (SMCOG1170metallobetalactamasefamilyprotein): (0.001771)
179. Feature (SMCOG1122ATPdependentRNAhelicase): (0.001762)
180. Feature (PF0281717): (0.001744)
181. Feature (PF0039221): (0.001725)
182. Feature (NRPSE5): (0.001722)
183. Feature (PF135816): (0.001719)
184. Feature (PF0032621): (0.001719)
185. Feature (PF141796): (0.001706)
186. Feature (SMCOG1006acylCoAdehydrogenase): (0.001686)
187. Feature (PF0446113): (0.001664)
188. Feature (PF0073321): (0.001638)
189. Feature (PF133496): (0.001636)
190. Feature (C3_starter_134155): (0.001605)
191. Feature (SMCOG1007cytochromeP450): (0.001580)
192. Feature (PF107829): (0.001538)
193. Feature (PF0788311): (0.001512)
194. Feature (C3_dual_135156): (0.001501)
195. Feature (PF133776): (0.001501)
196. Feature (SMCOG1017aldehydedehydrogenase): (0.001494)
197. Feature (SMCOG1004thioesterase): (0.001454)
198. Feature (PF0454516): (0.001442)
199. Feature (PF132176): (0.001426)
200. Feature (PF0108119): (0.001424)
201. Feature (Cy7): (0.001417)
202. Feature (PF0136720): (0.001417)
203. Feature (PF0649111): (0.001413)
204. Feature (PF107529): (0.001412)
205. Feature (PF0019519): (0.001408)
206. Feature (PF0126221): (0.001400)
207. Feature (PF127087): (0.001399)
208. Feature (PF0378613): (0.001399)
209. Feature (PF0088124): (0.001399)
210. Feature (SMCOG1078LacIfamilytranscriptionregulator): (0.001388)
211. Feature (PF0025519): (0.001382)
212. Feature (PF178631): (0.001380)
213. Feature (PF0067620): (0.001357)
214. Feature (PF0273916): (0.001354)
215. Feature (C1_starter_004017): (0.001332)
216. Feature (PF0300917): (0.001320)
217. Feature (PF0522215): (0.001303)
218. Feature (PF0056120): (0.001295)
219. Feature (PF0729311): (0.001277)
220. Feature (PF0031322): (0.001240)
221. Feature (PF0871211): (0.001239)
222. Feature (PF135596): (0.001237)
223. Feature (SMCOG1057TetRfamilytranscriptionalregulator): (0.001154)
224. Feature (PF0497812): (0.001125)
225. Feature (SMCOG1079oxidoreductase): (0.001114)
226. Feature (PF0017122): (0.001065)
227. Feature (SMCOG1086MATEeffluxfamilyprotein): (0.001049)
228. Feature (PF0047825): (0.001043)
229. Feature (PF0155418): (0.001003)
230. Feature (PF135206): (0.001001)
231. Feature (PF0800611): (0.000989)
232. Feature (PF0514713): (0.000987)
233. Feature (PF0251716): (0.000983)
234. Feature (PKSIATmM_m2): (0.000946)
235. Feature (PF0037820): (0.000944)
236. Feature (PF0115417): (0.000942)
237. Feature (SMCOG1061methylacceptingchemotaxisprotein): (0.000941)
238. Feature (PF0771515): (0.000935)
239. Feature (Cy2): (0.000915)
240. Feature (PF0854010): (0.000904)
241. Feature (PF0140822): (0.000902)
242. Feature (PF137696): (0.000897)
243. Feature (PF168705): (0.000801)
244. Feature (PF134376): (0.000786)
245. Feature (PF0138022): (0.000765)
246. Feature (PF0010726): (0.000763)
247. Feature (PF108038): (0.000757)
248. Feature (PF0256716): (0.000753)
249. Feature (PF0938210): (0.000723)
250. Feature (PF138006): (0.000677)
251. Feature (SMCOG1043hydroxymethylglutarylCoAsynthase): (0.000673)
252. Feature (PF126797): (0.000666)
253. Feature (SMCOG1275peptidedeformylase): (0.000655)
254. Feature (PF0132721): (0.000641)
255. Feature (PKSIATmM_m1): (0.000637)
256. Feature (PF0155718): (0.000627)
257. Feature (PF0237818): (0.000611)
258. Feature (PF0141817): (0.000562)
259. Feature (PF0175816): (0.000542)
260. Feature (PF0192519): (0.000539)
261. Feature (PF0159026): (0.000527)
262. Feature (SMCOG1287AraCfamilytranscriptionalregulator): (0.000513)
263. Feature (PF109498): (0.000406)
264. Feature (PF0231119): (0.000269)
265. Feature (PF0516312): (0.000241)
266. Feature (SMCOG1054hypotheticalprotein): (0.000219)
267. Feature (PF0854510): (0.000084)
